Accession,Gene Name,Description,Coverage,# Peptides,# PSMs,# Unique Peptides,# AAs,MW [kDa],calc. pI,Abundances A1,Abundances A2,Abundances A3,Abundances B1,Abundances B2,Abundances B3,Fold Change,p-value
Q80XI4,Pip4k2b,Phosphatidylinositol 5-phosphate 4-kinase type-2 beta OS=Mus musculus OX=10090 GN=Pip4k2b PE=1 SV=1,15.14423077,5,6,3,416,47.289,7.33,97.3,106.1,104.6,91.2,104.1,96.7,0.948051948,0.312719626
Q61084,Map3k3,Mitogen-activated protein kinase kinase kinase 3 OS=Mus musculus OX=10090 GN=Map3k3 PE=1 SV=1,2.875399361,2,2,1,626,70.732,8.87,120,103.5,84.5,85.3,113,93.7,0.948051948,0.705422488
Q571E4,Galns,N-acetylgalactosamine-6-sulfatase OS=Mus musculus OX=10090 GN=Galns PE=1 SV=2,5.961538462,3,3,3,520,57.637,6.52,94.4,122,91.6,89.6,95.7,106.7,0.948051948,0.65067969
Q5BL07,Pex1,Peroxisome biogenesis factor 1 OS=Mus musculus OX=10090 GN=Pex1 PE=1 SV=2,1.635514019,2,2,2,1284,141.34,6.35,99.3,111.7,97,94.3,102.2,95.5,0.948051948,0.361777778
P53762,Arnt,Aryl hydrocarbon receptor nuclear translocator OS=Mus musculus OX=10090 GN=Arnt PE=1 SV=3,1.896333755,1,1,1,791,86.908,6.64,116.8,104.8,86.4,91,100,101,0.948051948,0.600592391
P53026,Rpl10a,60S ribosomal protein L10a OS=Mus musculus OX=10090 GN=Rpl10a PE=1 SV=3,44.70046083,11,45,11,217,24.901,9.98,108.6,89.8,109.7,100.5,93.1,98.4,0.947744239,0.475515377
Q61550,Rad21,Double-strand-break repair protein rad21 homolog OS=Mus musculus OX=10090 GN=Rad21 PE=1 SV=3,21.57480315,12,17,12,635,72.038,4.64,101.1,104.2,102.8,99.2,97.6,95.2,0.947744239,0.021651582
Q9ESV0,Ddx24,ATP-dependent RNA helicase DDX24 OS=Mus musculus OX=10090 GN=Ddx24 PE=1 SV=2,14.11901984,11,19,11,857,96.369,9.36,105.6,104.6,97.9,92.1,98.9,101,0.947744239,0.211682503
P50429,Arsb,Arylsulfatase B OS=Mus musculus OX=10090 GN=Arsb PE=1 SV=3,14.98127341,8,11,8,534,59.609,7.24,100.8,106.7,100.6,98.5,100.6,92.9,0.947744239,0.15298936
Q8R2T8,Gtf3c5,General transcription factor 3C polypeptide 5 OS=Mus musculus OX=10090 GN=Gtf3c5 PE=2 SV=2,3.076923077,1,1,1,520,60.463,6.73,106.5,97.5,104.1,95.8,100,96.2,0.947744239,0.148675279
Q8BHN3,Ganab,Neutral alpha-glucosidase AB OS=Mus musculus OX=10090 GN=Ganab PE=1 SV=1,52.86016949,41,95,41,944,106.844,6.06,98.5,108.1,101.4,101.1,94.2,96.6,0.947727273,0.198802177
P56960,Exosc10,Exosome component 10 OS=Mus musculus OX=10090 GN=Exosc10 PE=1 SV=2,23.56257046,14,17,14,887,100.879,8.29,97.7,111.8,98.5,95.6,100.3,96,0.947727273,0.327361844
Q6NV83,U2surp,U2 snRNP-associated SURP motif-containing protein OS=Mus musculus OX=10090 GN=U2surp PE=1 SV=3,15.06316812,14,18,14,1029,118.188,8.47,100.5,107,100.5,94.7,101.5,95.7,0.947727273,0.151348825
Q8VDP2,,UPF0428 protein CXorf56 homolog OS=Mus musculus OX=10090 PE=1 SV=1,12.16216216,2,2,2,222,25.578,8.73,106.7,101.3,100,96.8,98.3,96.8,0.947727273,0.063857111
Q8C407,Yipf4,Protein YIPF4 OS=Mus musculus OX=10090 GN=Yipf4 PE=1 SV=1,9.756097561,2,4,2,246,27.265,4.65,107.3,106.1,94.6,94.5,105,92.4,0.947727273,0.393647436
Q8BMG8,Slc25a32,Mitochondrial folate transporter/carrier OS=Mus musculus OX=10090 GN=Slc25a32 PE=1 SV=1,3.797468354,1,1,1,316,35.026,9.47,105.9,95.5,106.6,98.9,96,97,0.947727273,0.219361287
O35375,Nrp2,Neuropilin-2 OS=Mus musculus OX=10090 GN=Nrp2 PE=1 SV=2,7.733619764,6,7,6,931,104.565,5.24,96.6,114.8,96.7,97.1,100.3,94.5,0.947419669,0.438226007
Q9CY73,Mrpl44,"39S ribosomal protein L44, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl44 PE=1 SV=3",13.81381381,4,5,4,333,37.504,8.51,102.1,108.3,97.7,97,100,94.9,0.947419669,0.188691412
P07901,Hsp90aa1,Heat shock protein HSP 90-alpha OS=Mus musculus OX=10090 GN=Hsp90aa1 PE=1 SV=4,59.89085948,44,296,29,733,84.735,5.01,105.4,95.8,106.9,99.6,96.4,95.9,0.947419669,0.214658672
Q9CQM9,Glrx3,Glutaredoxin-3 OS=Mus musculus OX=10090 GN=Glrx3 PE=1 SV=1,49.55489614,13,42,13,337,37.754,5.59,99.2,106.8,102.1,98,97.6,96.3,0.947419669,0.07634702
P39447,Tjp1,Tight junction protein ZO-1 OS=Mus musculus OX=10090 GN=Tjp1 PE=1 SV=2,18.96848138,24,42,24,1745,194.622,6.64,107.9,99.1,101.1,97.4,96.4,98.1,0.947419669,0.116964565
O35522,Psmb9,Proteasome subunit beta type-9 OS=Mus musculus bactrianus OX=35531 GN=Psmb9 PE=1 SV=1,33.78995434,6,13,6,219,23.412,5.22,98.8,110.7,98.6,97.2,101.5,93.2,0.947419669,0.3113075
Q68EF0,Rab3ip,Rab-3A-interacting protein OS=Mus musculus OX=10090 GN=Rab3ip PE=1 SV=1,2.803738318,1,1,1,428,47.104,6.71,114.2,88.7,105.2,96,100.2,95.7,0.947419669,0.51695294
O88520,Shoc2,Leucine-rich repeat protein SHOC-2 OS=Mus musculus OX=10090 GN=Shoc2 PE=1 SV=2,8.591065292,3,4,3,582,64.853,8.46,97.6,111.4,99.1,97.7,99.6,94.6,0.947419669,0.306280073
Q61210,Arhgef1,Rho guanine nucleotide exchange factor 1 OS=Mus musculus OX=10090 GN=Arhgef1 PE=1 SV=2,24.02173913,19,29,19,920,102.741,5.6,100.4,107.2,100.5,97.2,97.3,97.3,0.947095099,0.073209098
Q923D4,Sf3b5,Splicing factor 3B subunit 5 OS=Mus musculus OX=10090 GN=Sf3b5 PE=1 SV=1,38.37209302,3,5,3,86,10.113,6.35,103.2,95.1,109.8,96.1,96.9,98.8,0.947095099,0.277447577
Q8R2Z5,Vwa1,von Willebrand factor A domain-containing protein 1 OS=Mus musculus OX=10090 GN=Vwa1 PE=1 SV=1,14.69879518,3,3,3,415,44.681,6.54,105.2,106.1,96.8,91.5,106,94.3,0.947095099,0.366278195
P45878,Fkbp2,Peptidyl-prolyl cis-trans isomerase FKBP2 OS=Mus musculus OX=10090 GN=Fkbp2 PE=1 SV=1,68.57142857,8,21,8,140,15.334,8.88,101.4,99.3,107.4,99.7,95,97.1,0.947095099,0.122499185
Q91X20,Ash2l,Set1/Ash2 histone methyltransferase complex subunit ASH2 OS=Mus musculus OX=10090 GN=Ash2l PE=1 SV=1,15.24879615,8,12,8,623,68.207,5.69,104.3,98.9,105,95.6,99.2,97,0.9467878,0.067339439
Q8BHZ4,Znf592,Zinc finger protein 592 OS=Mus musculus OX=10090 GN=Znf592 PE=1 SV=3,1.426307448,2,2,2,1262,137.427,7.96,106,96.2,106,92.5,103.1,96.2,0.9467878,0.291947925
P54731,Faf1,FAS-associated factor 1 OS=Mus musculus OX=10090 GN=Faf1 PE=1 SV=2,25.42372881,10,18,10,649,73.816,4.86,105,104.1,99.1,92.8,103.6,95.4,0.9467878,0.217251792
O89110,Casp8,Caspase-8 OS=Mus musculus OX=10090 GN=Casp8 PE=1 SV=1,32.91666667,12,16,12,480,55.321,5.25,105.7,97.3,105.2,96.7,101,94.1,0.9467878,0.181478801
A2A5R2,Arfgef2,Brefeldin A-inhibited guanine nucleotide-exchange protein 2 OS=Mus musculus OX=10090 GN=Arfgef2 PE=1 SV=1,6.640625,9,10,6,1792,202.11,6.55,103.1,104.7,100.4,94.2,98.7,98.9,0.9467878,0.050956256
Q9DC63,Fbxo3,F-box only protein 3 OS=Mus musculus OX=10090 GN=Fbxo3 PE=1 SV=1,4.583333333,1,1,1,480,55.192,5.02,101.9,111.2,95.1,84.3,106.2,101.3,0.9467878,0.537325775
Q3TNH5,Fam172a,Cotranscriptional regulator FAM172A OS=Mus musculus OX=10090 GN=Fam172a PE=1 SV=2,3.597122302,1,1,1,417,48.042,5.97,97.9,112.9,97.4,95.3,102,94.5,0.9467878,0.385306681
P14206,Rpsa,40S ribosomal protein SA OS=Mus musculus OX=10090 GN=Rpsa PE=1 SV=4,57.62711864,13,62,13,295,32.817,4.87,103.9,98.4,106,99.2,95.6,97,0.946480701,0.092329411
Q9CQC8,Spg21,Maspardin OS=Mus musculus OX=10090 GN=Spg21 PE=1 SV=1,12.98701299,3,4,3,308,34.93,6.28,98.6,117.8,91.9,90.6,104.6,96.6,0.946480701,0.564035766
Q9D823,Rpl37,60S ribosomal protein L37 OS=Mus musculus OX=10090 GN=Rpl37 PE=3 SV=3,22.68041237,3,5,3,97,11.071,11.74,109.3,95.7,103.3,99.9,97,94.9,0.946480701,0.25988607
Q8CHY3,Dym,Dymeclin OS=Mus musculus OX=10090 GN=Dym PE=1 SV=1,2.541106129,2,3,2,669,75.8,5.77,98.4,119,90.9,94,109.6,88.2,0.946480701,0.629814688
E2JF22,Piezo1,Piezo-type mechanosensitive ion channel component 1 OS=Mus musculus OX=10090 GN=Piezo1 PE=1 SV=1,2.905378877,6,6,6,2547,291.813,7.5,101,104.3,103,98.3,98.4,95.1,0.946480701,0.019113803
Q9D1P4,Chordc1,Cysteine and histidine-rich domain-containing protein 1 OS=Mus musculus OX=10090 GN=Chordc1 PE=1 SV=1,36.25377644,8,15,8,331,37.327,7.9,104,93.9,110.3,95.9,99.4,96.4,0.946463335,0.324480542
Q14AI0,DSCC1,Sister chromatid cohesion protein DCC1 OS=Mus musculus OX=10090 GN=DSCC1 PE=2 SV=1,14.28571429,4,4,4,399,45.493,4.91,94.5,116.4,97.3,85.2,115.4,91.1,0.946463335,0.65802522
Q9QXK7,Cpsf3,Cleavage and polyadenylation specificity factor subunit 3 OS=Mus musculus OX=10090 GN=Cpsf3 PE=1 SV=2,26.16959064,17,29,17,684,77.455,5.6,104.7,98.7,104.8,96.4,96.8,98.5,0.946463335,0.060183447
Q8VHT7,Gtf3a,Transcription factor IIIA OS=Mus musculus OX=10090 GN=Gtf3a PE=2 SV=2,6.868131868,2,2,2,364,41.544,9.28,111.4,105.6,91.4,111.4,87.7,92.7,0.9461738,0.585590367
O35129,Phb2,Prohibitin-2 OS=Mus musculus OX=10090 GN=Phb2 PE=1 SV=1,71.57190635,19,46,19,299,33.276,9.83,102.3,106.4,99.6,96.3,98.9,96.5,0.946156341,0.061432839
Q60737,Csnk2a1,Casein kinase II subunit alpha OS=Mus musculus OX=10090 GN=Csnk2a1 PE=1 SV=2,53.45268542,17,46,16,391,45.105,7.74,105.4,99.8,103.1,99.2,93.3,99.2,0.946156341,0.095931436
O88986,Gcat,"2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial OS=Mus musculus OX=10090 GN=Gcat PE=1 SV=2",42.30769231,11,16,11,416,44.902,7.33,100.3,110.5,97.5,102.2,95.9,93.6,0.946156341,0.305500218
Q8BVU0,Lrch3,Leucine-rich repeat and calponin homology domain-containing protein 3 OS=Mus musculus OX=10090 GN=Lrch3 PE=1 SV=3,7.969151671,4,7,4,778,86.287,7.03,98.8,108.4,101.1,93.6,101.5,96.6,0.946156341,0.208915017
O35657,Neu1,Sialidase-1 OS=Mus musculus OX=10090 GN=Neu1 PE=1 SV=1,2.444987775,1,1,1,409,44.563,6.02,98.3,110.9,99.1,97.1,96.3,98.3,0.946156341,0.249867565
P48722,Hspa4l,Heat shock 70 kDa protein 4L OS=Mus musculus OX=10090 GN=Hspa4l PE=1 SV=2,36.75417661,23,38,21,838,94.322,5.74,102.6,101.7,104.1,96.5,98.8,96.4,0.945849546,0.006099868
Q8VBV3,Exosc2,Exosome complex component RRP4 OS=Mus musculus OX=10090 GN=Exosc2 PE=1 SV=1,39.24914676,8,12,8,293,32.611,7.5,103.3,103.9,101.2,98.4,99.2,94.1,0.945849546,0.035433288
Q3UH60,Dip2b,Disco-interacting protein 2 homolog B OS=Mus musculus OX=10090 GN=Dip2b PE=1 SV=1,5.146124524,7,8,7,1574,171.017,8.09,94.3,121.1,93,95.9,103.7,92.1,0.945849546,0.59943274
P05202,Got2,"Aspartate aminotransferase, mitochondrial OS=Mus musculus OX=10090 GN=Got2 PE=1 SV=1",61.86046512,23,78,23,430,47.381,9,104.2,98.6,105.6,99,96.6,96.1,0.945849546,0.074259581
Q3UW53,Fam129a,Protein Niban OS=Mus musculus OX=10090 GN=Fam129a PE=1 SV=2,17.27861771,12,17,12,926,102.585,4.78,97.8,114.6,95.9,92.7,106.4,92.5,0.945831982,0.499961582
Q6DFV1,Ncapg2,Condensin-2 complex subunit G2 OS=Mus musculus OX=10090 GN=Ncapg2 PE=1 SV=2,4.130052724,3,3,3,1138,130.809,6.93,100.3,107.4,100.6,87.8,108.8,95,0.945831982,0.445379547
Q61081,Cdc37,Hsp90 co-chaperone Cdc37 OS=Mus musculus OX=10090 GN=Cdc37 PE=1 SV=1,29.0237467,10,26,10,379,44.565,5.34,106.3,95.2,106.8,98.7,97.1,95.8,0.945831982,0.224478223
Q80V26,Impad1,Inositol monophosphatase 3 OS=Mus musculus OX=10090 GN=Impad1 PE=1 SV=1,28.65168539,7,10,7,356,38.592,6.47,104.4,101.5,102.4,96.8,99.3,95.5,0.945831982,0.016701693
Q8BI72,Cdkn2aip,CDKN2A-interacting protein OS=Mus musculus OX=10090 GN=Cdkn2aip PE=1 SV=1,7.460035524,4,5,4,563,59.708,9.16,99.5,103.1,105.7,97.7,99.5,94.4,0.945831982,0.0758183
A6X919,Dpy19l1,Probable C-mannosyltransferase DPY19L1 OS=Mus musculus OX=10090 GN=Dpy19l1 PE=1 SV=1,5.227882038,3,4,3,746,84.132,9.16,120.4,98.7,89.2,89.7,111,90.9,0.945831982,0.654523908
P35550,Fbl,rRNA 2'-O-methyltransferase fibrillarin OS=Mus musculus OX=10090 GN=Fbl PE=1 SV=2,55.35168196,15,37,15,327,34.286,10.24,104.3,95.9,108.2,97.9,97,96.7,0.945525292,0.199448817
Q921F4,Hnrnpll,Heterogeneous nuclear ribonucleoprotein L-like OS=Mus musculus OX=10090 GN=Hnrnpll PE=1 SV=3,36.71742809,16,29,16,591,64.084,5.85,102.1,103.8,102.5,101.6,94.6,95.4,0.945525292,0.069239132
Q9WTK5,Nfkb2,Nuclear factor NF-kappa-B p100 subunit OS=Mus musculus OX=10090 GN=Nfkb2 PE=1 SV=1,35.92880979,23,36,22,899,96.772,6.37,100.8,100.7,106.9,99.8,96.7,95.1,0.945525292,0.086094437
Q62418,Dbnl,Drebrin-like protein OS=Mus musculus OX=10090 GN=Dbnl PE=1 SV=2,27.98165138,8,10,8,436,48.67,4.92,99.6,106.7,102.1,99.3,95,97.3,0.945525292,0.081850131
Q9CRB9,Chchd3,MICOS complex subunit Mic19 OS=Mus musculus OX=10090 GN=Chchd3 PE=1 SV=1,39.20704846,10,18,10,227,26.318,8.37,106.2,98.8,103.4,103.8,95.5,92.3,0.945525292,0.238863413
P49442,Inpp1,Inositol polyphosphate 1-phosphatase OS=Mus musculus OX=10090 GN=Inpp1 PE=1 SV=2,26.26262626,7,9,7,396,43.319,5.01,104.5,96.4,107.5,95.2,102.1,94.3,0.945525292,0.246652438
Q9CWL8,Ctnnbl1,Beta-catenin-like protein 1 OS=Mus musculus OX=10090 GN=Ctnnbl1 PE=1 SV=1,18.8277087,10,13,10,563,64.939,5.07,99,107.7,101.7,98.3,99.3,94,0.945525292,0.139446828
P51175,Ppox,Protoporphyrinogen oxidase OS=Mus musculus OX=10090 GN=Ppox PE=1 SV=1,14.2557652,4,4,4,477,50.839,8.84,101.9,110.1,96.4,97.3,105,89.3,0.945525292,0.405768755
Q8BTW9,Pak4,Serine/threonine-protein kinase PAK 4 OS=Mus musculus OX=10090 GN=Pak4 PE=1 SV=1,6.408094435,3,5,3,593,64.583,9.85,99.1,115.2,94.1,94.4,99.3,97.9,0.945525292,0.439497039
Q9JI38,Pus3,tRNA pseudouridine(38/39) synthase OS=Mus musculus OX=10090 GN=Pus3 PE=1 SV=2,2.910602911,1,2,1,481,55.511,8.12,79.7,125.7,103,90.6,103.4,97.6,0.945525292,0.705369223
Q91YD4,Trpm2,Transient receptor potential cation channel subfamily M member 2 OS=Mus musculus OX=10090 GN=Trpm2 PE=1 SV=2,0.597609562,1,1,1,1506,172.092,7.56,95.1,116.6,96.7,96.8,109.7,85.1,0.945525292,0.602354706
Q8BU31,Rap2c,Ras-related protein Rap-2c OS=Mus musculus OX=10090 GN=Rap2c PE=1 SV=1,54.09836066,7,12,3,183,20.731,4.94,98.2,109.9,100.3,98,98.7,94.9,0.945525292,0.213186755
Q8C147,Dock8,Dedicator of cytokinesis protein 8 OS=Mus musculus OX=10090 GN=Dock8 PE=1 SV=4,6.047619048,10,10,8,2100,238.826,6.96,106.7,106.9,94.8,94.8,100.1,96.7,0.945525292,0.261818703
Q3TL44,Nlrx1,NLR family member X1 OS=Mus musculus OX=10090 GN=Nlrx1 PE=1 SV=1,4.102564103,3,3,3,975,107.763,7.37,96.6,112.8,99.1,88.4,107.8,95.4,0.945218801,0.498899245
Q9D662,Sec23b,Protein transport protein Sec23B OS=Mus musculus OX=10090 GN=Sec23b PE=1 SV=1,36.11473272,20,31,17,767,86.382,6.96,101.7,102.8,103.9,97.7,98.5,95.3,0.945201038,0.008109015
P26369,U2af2,Splicing factor U2AF 65 kDa subunit OS=Mus musculus OX=10090 GN=U2af2 PE=1 SV=3,44.63157895,13,32,13,475,53.483,9.09,106.5,96.4,105.5,96.8,99.5,95.2,0.945201038,0.17776994
P83917,Cbx1,Chromobox protein homolog 1 OS=Mus musculus OX=10090 GN=Cbx1 PE=1 SV=1,44.32432432,5,24,4,185,21.405,4.93,95.8,99.4,113.2,95.6,94.2,101.7,0.945201038,0.385015316
Q9D187,Ciao2b,Cytosolic iron-sulfur assembly component 2B OS=Mus musculus OX=10090 GN=Ciao2b PE=1 SV=1,30.06134969,3,3,3,163,17.656,4.98,103.8,104.1,100.5,97,100.1,94.4,0.945201038,0.048754485
Q61458,Ccnh,Cyclin-H OS=Mus musculus OX=10090 GN=Ccnh PE=1 SV=2,21.98142415,5,7,5,323,37.482,7.11,104.4,101.7,102.3,92.9,106,92.6,0.945201038,0.278165356
Q9D892,Itpa,Inosine triphosphate pyrophosphatase OS=Mus musculus OX=10090 GN=Itpa PE=1 SV=2,57.07070707,8,14,8,198,21.883,5.87,102.7,101.2,104.6,99,96.5,96,0.944894652,0.013804373
Q9DD03,Rab13,Ras-related protein Rab-13 OS=Mus musculus OX=10090 GN=Rab13 PE=1 SV=1,24.75247525,5,11,2,202,22.756,9.5,100.3,106.4,101.8,94.8,102.7,94,0.944894652,0.163830683
Q8R310,Tmcc3,Transmembrane and coiled-coil domain protein 3 OS=Mus musculus OX=10090 GN=Tmcc3 PE=1 SV=2,2.935010482,1,1,1,477,53.689,8.6,102,101.6,104.9,95.6,106.4,89.5,0.944894652,0.324559953
Q64127,Trim24,Transcription intermediary factor 1-alpha OS=Mus musculus OX=10090 GN=Trim24 PE=1 SV=1,4.662226451,5,6,3,1051,116.583,7.06,101.9,106.8,99.8,99.8,94,97.7,0.944894652,0.101864412
P47879,Igfbp4,Insulin-like growth factor-binding protein 4 OS=Mus musculus OX=10090 GN=Igfbp4 PE=1 SV=2,15.35433071,3,3,3,254,27.788,7.17,103.6,110.9,94,90.6,105.8,95.1,0.944894652,0.442376381
Q8K214,Scmh1,Polycomb protein SCMH1 OS=Mus musculus OX=10090 GN=Scmh1 PE=1 SV=1,0.991501416,1,1,1,706,78.619,9.31,105.7,95.1,107.7,91.5,109.1,90.9,0.944894652,0.471562296
Q6P1E1,Zmiz1,Zinc finger MIZ domain-containing protein 1 OS=Mus musculus OX=10090 GN=Zmiz1 PE=1 SV=1,1.679104478,2,2,2,1072,115.777,7.44,97.9,108.8,101.8,103.4,93.4,94.7,0.944894652,0.274094921
Q61193,Rgl2,Ral guanine nucleotide dissociation stimulator-like 2 OS=Mus musculus OX=10090 GN=Rgl2 PE=1 SV=2,1.670951157,1,1,1,778,83.775,6.73,93.8,137.6,77.2,93.3,103.4,94.8,0.944588464,0.770858309
Q6PD03,Ppp2r5a,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit alpha isoform OS=Mus musculus OX=10090 GN=Ppp2r5a PE=1 SV=1,10.69958848,4,5,4,486,56.311,7.03,101.1,105.5,102,97.1,97.5,96.9,0.944588464,0.013575209
Q64520,Guk1,Guanylate kinase OS=Mus musculus OX=10090 GN=Guk1 PE=1 SV=2,17.17171717,2,3,2,198,21.904,6.55,94.6,119.9,94.1,96.2,97.1,98.2,0.944588464,0.540907357
P08775,Polr2a,DNA-directed RNA polymerase II subunit RPB1 OS=Mus musculus OX=10090 GN=Polr2a PE=1 SV=3,17.71573604,30,43,30,1970,217.039,7.37,105,100.9,102.6,93.9,103.4,94.1,0.944570502,0.164257958
Q91UZ5,Impa2,Inositol monophosphatase 2 OS=Mus musculus OX=10090 GN=Impa2 PE=1 SV=1,10.34482759,3,5,3,290,31.696,6.23,108.2,97.9,102.4,100,95.9,95.5,0.944570502,0.160156484
Q91XB0,Trex1,Three-prime repair exonuclease 1 OS=Mus musculus OX=10090 GN=Trex1 PE=1 SV=2,3.184713376,1,1,1,314,33.654,7.99,97.6,99.7,111.2,95.4,99.4,96.6,0.944570502,0.263948853
Q9EP52,Twsg1,Twisted gastrulation protein homolog 1 OS=Mus musculus OX=10090 GN=Twsg1 PE=1 SV=1,6.756756757,1,1,1,222,24.783,5.5,102.9,106.3,99.4,96.4,100.2,94.8,0.94426442,0.088303647
P68510,Ywhah,14-3-3 protein eta OS=Mus musculus OX=10090 GN=Ywhah PE=1 SV=2,65.04065041,15,89,11,246,28.194,4.89,109.4,91.1,108.1,98.9,95.1,97.4,0.94426442,0.393262923
Q8BP47,Nars,"Asparagine--tRNA ligase, cytoplasmic OS=Mus musculus OX=10090 GN=Nars PE=1 SV=2",38.28264758,18,44,18,559,64.238,5.86,102.9,104.6,101.1,96.3,98.8,96.3,0.94426442,0.011900119
Q6PDI5,Ecpas,Proteasome adapter and scaffold protein ECM29 OS=Mus musculus OX=10090 GN=Ecpas PE=1 SV=3,22.66304348,32,50,32,1840,203.573,7.06,101.5,104.6,102.5,98.2,96.2,97,0.94426442,0.006105961
Q6R0H7,Gnas,Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas OS=Mus musculus OX=10090 GN=Gnas PE=1 SV=1,9.973521624,10,18,9,1133,121.429,4.81,99.5,106.3,102.8,100.9,98.5,92,0.94426442,0.157792666
P14429,H2-Q7,"H-2 class I histocompatibility antigen, Q7 alpha chain OS=Mus musculus OX=10090 GN=H2-Q7 PE=1 SV=1",20.95808383,7,20,2,334,37.9,6.29,102.9,111.1,94.6,95.4,99.5,96.5,0.94426442,0.308493116
P97390,Vps45,Vacuolar protein sorting-associated protein 45 OS=Mus musculus OX=10090 GN=Vps45 PE=1 SV=1,18.94736842,9,12,9,570,65.012,8.25,98.9,108.8,100.9,97.3,99.6,94.5,0.94426442,0.163415301
Q9EQG9,Col4a3bp,Collagen type IV alpha-3-binding protein OS=Mus musculus OX=10090 GN=Col4a3bp PE=1 SV=1,25.48076923,12,16,12,624,71.067,5.44,106.1,99.2,103.3,95.1,99.8,96.5,0.94426442,0.078571894
Q8C7V3,Utp15,U3 small nucleolar RNA-associated protein 15 homolog OS=Mus musculus OX=10090 GN=Utp15 PE=1 SV=1,19.50757576,7,9,7,528,59.338,8.79,105,99.2,104.4,94.3,101.7,95.4,0.94426442,0.12392642
Q9Z2H5,Epb41l1,Band 4.1-like protein 1 OS=Mus musculus OX=10090 GN=Epb41l1 PE=1 SV=2,6.939704209,5,10,3,879,98.254,5.62,103.5,101.4,103.7,98.7,98.3,94.4,0.94426442,0.021132692
O35551,Rabep1,Rab GTPase-binding effector protein 1 OS=Mus musculus OX=10090 GN=Rabep1 PE=1 SV=2,4.408352668,3,3,3,862,99.462,5.01,98.1,109.7,100.8,102.8,97.8,90.8,0.94426442,0.310255494
Q3UPH7,Arhgef40,Rho guanine nucleotide exchange factor 40 OS=Mus musculus OX=10090 GN=Arhgef40 PE=1 SV=1,4.54845089,6,7,6,1517,165.03,5.55,100.8,107.9,99.9,93.8,102.3,95.3,0.94426442,0.190524343
Q91X96,Rabif,Guanine nucleotide exchange factor MSS4 OS=Mus musculus OX=10090 GN=Rabif PE=1 SV=1,16.2601626,2,2,2,123,13.906,5.52,89.3,116.9,102.4,98.9,99.3,93.2,0.94426442,0.523469374
O70338,Rnaseh1,Ribonuclease H1 OS=Mus musculus OX=10090 GN=Rnaseh1 PE=2 SV=1,4.210526316,1,1,1,285,31.785,9.29,106.8,105.8,96,86.9,106.4,98.1,0.94426442,0.43515763
Q6P2K6,Ppp4r3a,Serine/threonine-protein phosphatase 4 regulatory subunit 3A OS=Mus musculus OX=10090 GN=Ppp4r3a PE=1 SV=1,15.12195122,11,13,11,820,93.783,4.89,103.7,102,103,99,96.1,96.3,0.943958536,0.005490497
Q8K215,Lyrm4,LYR motif-containing protein 4 OS=Mus musculus OX=10090 GN=Lyrm4 PE=1 SV=1,48.35164835,4,7,4,91,10.848,10.13,100.7,107.7,100.3,97,97.7,96.7,0.943958536,0.075827272
Q921G6,Lrch4,Leucine-rich repeat and calponin homology domain-containing protein 4 OS=Mus musculus OX=10090 GN=Lrch4 PE=1 SV=1,16.17647059,6,6,6,680,73.118,7.53,98.4,112.9,97.4,100.8,98.5,92.1,0.943958536,0.364691606
Q9CQQ0,Smim8,Small integral membrane protein 8 OS=Mus musculus OX=10090 GN=Smim8 PE=1 SV=1,21.64948454,2,3,2,97,11.057,9.31,101.1,120.7,86.9,92.5,96.5,102.4,0.943958536,0.602438414
Q80UU9,Pgrmc2,Membrane-associated progesterone receptor component 2 OS=Mus musculus OX=10090 GN=Pgrmc2 PE=1 SV=2,35.02304147,6,10,5,217,23.32,5.15,100.6,108.3,99.7,93.8,102.5,95,0.943940376,0.208971516
P21278,Gna11,Guanine nucleotide-binding protein subunit alpha-11 OS=Mus musculus OX=10090 GN=Gna11 PE=1 SV=1,35.6545961,12,19,7,359,41.997,5.97,102.7,105.9,100,97.7,100.1,93.5,0.943940376,0.088625561
Q8VE11,Mtmr6,Myotubularin-related protein 6 OS=Mus musculus OX=10090 GN=Mtmr6 PE=1 SV=1,1.296596434,1,1,1,617,70.888,7.83,107.7,99.2,101.7,96.9,96.2,98.2,0.943940376,0.08989811
P37040,Por,NADPH--cytochrome P450 reductase OS=Mus musculus OX=10090 GN=Por PE=1 SV=2,38.20058997,20,42,20,678,76.995,5.53,98.8,110.2,99.6,101.1,96.3,93.9,0.943940376,0.245417802
Q8BYU6,Tor1aip2,Torsin-1A-interacting protein 2 OS=Mus musculus OX=10090 GN=Tor1aip2 PE=1 SV=1,13.14741036,5,6,4,502,54.463,4.86,89,125.7,93.9,83.3,120.6,87.4,0.943940376,0.744142768
Q6ZWV7,Rpl35,60S ribosomal protein L35 OS=Mus musculus OX=10090 GN=Rpl35 PE=1 SV=1,33.33333333,5,19,5,123,14.544,11.05,102.6,97.8,108.3,104.4,88.1,98.8,0.943634597,0.363665083
Q78HU3,Mvb12a,Multivesicular body subunit 12A OS=Mus musculus OX=10090 GN=Mvb12a PE=1 SV=1,10.70110701,2,2,2,271,28.687,9.11,106.2,99.7,102.8,94.1,103.2,94,0.943634597,0.180661037
